+0.957806891758261+0.320477702969143i,+1.002233074114121+0.125015459651030i,+0.942314134604901-0.142117429276074i,+0.951389514563517-0.193978871097607i,+0.970303415438871+0.194629198655732i,+0.879735515236895-0.496150605392027i,+0.777068829544574-0.645185271182027i,+0.535374737789857-0.772809935923972i,+0.469961669440988-0.838081470746430i,+0.969630529903464+0.004309183661067i,+0.853270159058787-0.378879607550183i,+0.797922730264152-0.582890922095527i,+0.662059399037428-0.700132282008314i
+0.957806891758261+0.320477702969143i,+1.002233074114121+0.125015459651030i,+0.942314134604901-0.142117429276074i,+0.951389514563517-0.193978871097607i,+0.970303415438871+0.194629198655732i,+0.879735515236895-0.496150605392027i,+0.777068829544574-0.645185271182027i,+0.535374737789857-0.772809935923972i,+0.469961669440988-0.838081470746430i,+0.969630529903464+0.004309183661067i,+0.853270159058787-0.378879607550183i,+0.797922730264152-0.582890922095527i,+0.662059399037428-0.700132282008314i
+0.959108224392685+0.322851757172369i,+1.002765553186444+0.125674431250290i,+0.943247867591318-0.141179437223623i,+0.952393896895182-0.193053456456649i,+0.971455075990370+0.196461562046546i,+0.879807351030256-0.496129768067559i,+0.777181526052749-0.645156251843388i,+0.535619669184959-0.772754916770753i,+0.470220384577784-0.838047332404903i,+0.970476309824173+0.005352100643435i,+0.854021085933338-0.378201473469162i,+0.798036642799684-0.582857962684210i,+0.662238051366478-0.700087486455500i
+0.961564825957898+0.327182260543383i,+1.003797078159017+0.126930159864605i,+0.945023824036544-0.139441777562329i,+0.954301685556987-0.191340184662599i,+0.973632993294692+0.199816550761146i,+0.879952984696625-0.496088898202081i,+0.777407359172869-0.645097502018155i,+0.536094970895618-0.772656578318104i,+0.470721933645075-0.837989511050975i,+0.972089627039381+0.007286743582857i,+0.855452471906983-0.376946720836932i,+0.798262889386203-0.582795356285880i,+0.662588102942084-0.700004429979774i
+0.964518360669358+0.332165154334749i,+1.005035853466753+0.128421199284416i,+0.947145175361348-0.137420488989566i,+0.956577564405769-0.189348617797480i,+0.976245045432437+0.203686708391829i,+0.880134012437206-0.496037733919009i,+0.777687506201240-0.645021876724007i,+0.536671094961491-0.772544586858605i,+0.471329445268964-0.837926625918696i,+0.974022262209064+0.009540277273415i,+0.857164958735014-0.375488297224818i,+0.798541094944037-0.582719485370910i,+0.663015326757605-0.699906146913851i
+0.967576708797814+0.337027522959620i,+1.006273008431051+0.129903661059994i,+0.949287296619005-0.135436224754783i,+0.958872616723231-0.187394960237150i,+0.978928111452558+0.207467248618380i,+0.880319200926108-0.495981530336289i,+0.777977004549930-0.644936475557102i,+0.537258175681462-0.772433486853112i,+0.471948336765247-0.837865551168854i,+0.975979906169958+0.011755575308388i,+0.858895843880042-0.374056479444201i,+0.798825737821983-0.582639094344495i,+0.663452314448758-0.699804463885965i
+0.970660032480263+0.341573789291720i,+1.007430135298093+0.131295179429374i,+0.951352459981844-0.133580883514353i,+0.961082078551729-0.185569754113236i,+0.981596480906774+0.210999381145320i,+0.880494437006553-0.495919948402454i,+0.778257836846703-0.644840912007097i,+0.537825595252522-0.772323884830878i,+0.472546643710354-0.837804278169028i,+0.977873619682300+0.013829878685077i,+0.860564809176287-0.372715974675612i,+0.799098640817172-0.582554390660752i,+0.663874733039756-0.699699798961838i
+0.975058492126290+0.347229887697922i,+1.008832651199308+0.133004505359355i,+0.954046683648781-0.131291593969887i,+0.963957564052119-0.183321378311234i,+0.985306242169775+0.215377702558900i,+0.880707785006071-0.495818733601254i,+0.778620785808453-0.644682136453516i,+0.538563039437234-0.772169782857114i,+0.473324945503045-0.837712945668984i,+0.980358845738141+0.016396269837311i,+0.862740617099957-0.371055974015877i,+0.799443852249375-0.582423125075163i,+0.664421647698580-0.699543340053556i
+0.979786627194071+0.352359797135616i,+1.010036849714591+0.134500702976490i,+0.956637023729080-0.129254299565432i,+0.966713514628907-0.181325496831138i,+0.989177251376349+0.219320866831255i,+0.880889215868465-0.495690234781425i,+0.778959585874638-0.644485425957322i,+0.539263946398581-0.772004021063110i,+0.474065863016963-0.837606791916397i,+0.982766746001994+0.018689239245961i,+0.864829001838564-0.369569501718413i,+0.799757487408111-0.582266652918254i,+0.664937201235396-0.699364851046458i
+0.982751612105494+0.354706538692628i,+1.010572754714329+0.135163305510240i,+0.958028448598055-0.128349040686539i,+0.968184140055823-0.180445109529400i,+0.991515300532970+0.221103681804160i,+0.880975048198015-0.495593134013309i,+0.779142415074392-0.644343418587910i,+0.539640599049070-0.771908781151160i,+0.474464392058230-0.837543569373462i,+0.984080473886627+0.019720859256814i,+0.865950054092237-0.368902536607456i,+0.799918973832370-0.582157921457691i,+0.665213589262663-0.699250084406301i
+0.985615770124848+0.356242132071223i,+1.010929996153088+0.135578650470427i,+0.959194214542931-0.127785880074268i,+0.969406170779351-0.179905501645700i,+0.993705531611270+0.222247651105437i,+0.881041357080075-0.495485689001792i,+0.779300493341012-0.644194110289346i,+0.539959330643629-0.771828680495711i,+0.474801611610262-0.837490552935680i,+0.985201947036750+0.020378946984058i,+0.866889578144573-0.368481713985975i,+0.800052482404819-0.582045563056383i,+0.665448352644776-0.699140484547815i
+0.988306436006841+0.356805970902672i,+1.011097204462324+0.135708885871315i,+0.960093824567323-0.127627790034215i,+0.970335018904041-0.179769517735151i,+0.995688193477465+0.222629950387342i,+0.881090565734792-0.495369216923536i,+0.779433437280685-0.644042250363039i,+0.540212732740136-0.771772137163468i,+0.475069283316100-0.837455547189754i,+0.986096442160336+0.020595368570275i,+0.867616033439079-0.368354345185577i,+0.800158093341755-0.581933087156816i,+0.665637736071618-0.699042490078059i
+0.990769372006025+0.356293822713426i,+1.011075332719234+0.135530335310197i,+0.960704846294526-0.127915832156757i,+0.970945658313610-0.180078217965661i,+0.997421810174050+0.222171169319931i,+0.881126559836114-0.495245374616891i,+0.779542680356031-0.643892875588365i,+0.540397853090349-0.771746627210931i,+0.475263875257774-0.837445788309195i,+0.986745330656638+0.020326003248099i,+0.868112323379254-0.368552003446757i,+0.800238016392161-0.581823995686244i,+0.665781163195770-0.698962112112820i
+0.992973165868008+0.354666331184341i,+1.010878482767241+0.135035509132027i,+0.961025469471851-0.128665993576604i,+0.971235442364228-0.180847767018297i,+0.998886826524194+0.220841775111678i,+0.881154323651568-0.495116063040162i,+0.779631274386111-0.643750937394411i,+0.540516437580059-0.771758144325201i,+0.475386844846992-0.837467428147568i,+0.987148290348149+0.019554264158155i,+0.868377703870535-0.369088107434848i,+0.800296370154638-0.581721542245743i,+0.665881252140774-0.698904497574083i
+0.994909109153969+0.351947240728273i,+1.010532430477635+0.134232153207796i,+0.961073192286283-0.129870042292125i,+0.971222712886012-0.182070263850628i,+1.000085032432807+0.218660618424314i,+0.881179315067245-0.494983395129045i,+0.779703287591931-0.643621055832626i,+0.540574219381604-0.771810907211472i,+0.475443915486313-0.837525180600474i,+0.987322092618279+0.018290094179688i,+0.868426600133189-0.369958415396067i,+0.800338535893783-0.581628617480766i,+0.665943150263168-0.698873688000217i
+0.996588536844873+0.348215212450633i,+1.010071762054779+0.133140298815869i,+0.960881273238922-0.131499124111470i,+0.970942986614238-0.183717298008464i,+1.001036587332537+0.215688404510108i,+0.881206722481136-0.494849706300840i,+0.779762998449085-0.643507383324657i,+0.540579658426098-0.771907295133475i,+0.475443766010846-0.837622149776688i,+0.987297404826611+0.016565965460555i,+0.868285637080040-0.371143527692772i,+0.800370292519417-0.581547735120476i,+0.665973490759699-0.698872550765488i
+0.998038895254987+0.343592094762271i,+1.009536395687468+0.131788324291764i,+0.960494209880029-0.133508614636978i,+0.970444091866112-0.185744701572321i,+1.001775875195690+0.212018453746856i,+0.881240746796914-0.494717575421379i,+0.779814079922445-0.643413539231977i,+0.540542510172146-0.772047927147612i,+0.475396533754857-0.837759787932159i,+0.987114702117566+0.014431404072653i,+0.867989915597495-0.372612322980331i,+0.800396932594809-0.581481069324910i,+0.665979258226998-0.698902816128289i
+0.999299010176627+0.338229163589590i,+1.008967535942182+0.130207925647164i,+0.959961899770039-0.135845106937300i,+0.969779809660105-0.188099688225309i,+1.002346480381827+0.207765520191813i,+0.881283914018756-0.494589886872656i,+0.779858752141115-0.643342663868181i,+0.540472125733262-0.772231987364258i,+0.475312020502556-0.837938075305142i,+0.986819195032295+0.011945717952455i,+0.867578252437418-0.374326985182205i,+0.800422340431546-0.581430594026460i,+0.665966504651844-0.698965297121496i
+1.000414746174826+0.332294081647655i,+1.008404652192000+0.128430435014224i,+0.959335755452865-0.138450690144829i,+0.969005734651719-0.190724830399077i,+1.002796933529502+0.203055874911656i,+0.881336710462465-0.494469820099280i,+0.779897347165036-0.643297427457288i,+0.540376454291485-0.772457423079881i,+0.475198641595142-0.838155635074122i,+0.986457175575413+0.009172749183758i,+0.867090061860259-0.376246079941598i,+0.800448485542417-0.581398133497421i,+0.665939621795709-0.699060010247721i
+1.001434520128247+0.325958276934461i,+1.007882285847403+0.126482739594023i,+0.958663766668303-0.141268955130746i,+0.968173879213542-0.193564177678590i,+1.003176157406420+0.198017218252744i,+0.881397317707177-0.494360872255718i,+0.779927916047660-0.643280139836741i,+0.540260892908239-0.772721361558931i,+0.475062200430388-0.838410051778978i,+0.986071744078215+0.006174594740780i,+0.866561431100100-0.378328924668144i,+0.800474957693156-0.581385500328787i,+0.665900559991359-0.699186456135006i
+1.002405490939470+0.319386456982735i,+1.007427910084946+0.124384577337261i,+0.957987207905084-0.144248978285997i,+0.967329109603135-0.196567175560156i,+1.003529850158480+0.192770625059913i,+0.881461638444543-0.494266839479866i,+0.779946187350327-0.643292847082035i,+0.540127718585711-0.773020462453264i,+0.474905275011086-0.838698175850109i,+0.985699848509273+0.003007166108587i,+0.866022573818068-0.380538514543888i,+0.800498863371808-0.581394584600367i,+0.665848514839112-0.699343850817438i
+1.003370366305918+0.312728370446751i,+1.007060537508225+0.122146866616071i,+0.957338219468154-0.147348287324832i,+0.966506516667189-0.199691606469631i,+1.003897584102975+0.187424318788211i,+0.881523534151111-0.494191780013424i,+0.779945760829504-0.643337434572903i,+0.539975871278425-0.773351263247279i,+0.474726970855536-0.839016450870790i,+0.985370123627784-0.000283064316809i,+0.865496029625071-0.382843730795508i,+0.800514967516661-0.581427427587691i,+0.665779908677095-0.699531350579793i
+1.004364962265317+0.306113030369172i,+1.006790137966085+0.119771187739560i,+0.956738448024799-0.150534561442961i,+0.965729934485828-0.202905273372630i,+1.004310756348687+0.182069484589519i,+0.881575246997503-0.494139959067524i,+0.779918514342624-0.643415722655720i,+0.539801099384328-0.773710483444395i,+0.474523054486848-0.839361230411306i,+0.985101666389866-0.003660926541057i,+0.864995746371661-0.385220644819678i,+0.800516061383338-0.581486269887660i,+0.665688661890595-0.699748246527551i
+1.005416570291088+0.299645335359938i,+1.006617806217083+0.117250342653097i,+0.956198702710034-0.153786126758350i,+0.965011559753108-0.206186487811061i,+1.004791409579097+0.176778054847975i,+0.881607953202189-0.494115781046915i,+0.779855167964709-0.643529548241751i,+0.539596410294438-0.774095272647817i,+0.474286408486646-0.839729064684135i,+0.984903710975179-0.007103091159430i,+0.864526993622396-0.387652955680811i,+0.800493501891262-0.581573573645061i,+0.665566697522700-0.699994119408924i
+1.006543137824815+0.293404852671023i,+1.006536573370390+0.114569827747715i,+0.955719514965492-0.157091403860204i,+0.964352550124959-0.209523519585641i,+1.005351887131994+0.171602255015817i,+0.881612386426152-0.494123716259750i,+0.779745938857979-0.643680828511478i,+0.539352747551271-0.774503394315307i,+0.474007726767343-0.840116942096112i,+0.984776108665405-0.010597452473826i,+0.864086999859295-0.390131668311681i,+0.800437856357743-0.581692021616550i,+0.665404606769927-0.700268950153334i
+1.007753219482624+0.287446412231554i,+1.006532726371451+0.111709991014455i,+0.955292440852536-0.160447528843468i,+0.963744425589030-0.212913229166051i,+1.005995239103509+0.166575600216515i,+0.881579468149410-0.494168229693303i,+0.779581217720198-0.643871605334494i,+0.539059805416686-0.774933342829811i,+0.473676357158130-0.840522475722974i,+0.984710474921237-0.014141597863559i,+0.863666166917353-0.392654167226474i,+0.800339582880641-0.581844497883823i,+0.665192396076584-0.700573185794568i
+1.009046610853169+0.281802099120772i,+1.006587484429517+0.108648609838783i,+0.954901913459413-0.163858403248984i,+0.963171063030200-0.216359137227359i,+1.006716257281758+0.161714981210375i,+0.881500886559889-0.494253718883637i,+0.779352201843280-0.644104070923789i,+0.538706890417354-0.775384396398009i,+0.473281196828254-0.840944029513026i,+0.984691838135112-0.017740642993897i,+0.863249692558943-0.395222866211642i,+0.800189680026417-0.582034056092952i,+0.664920237906644-0.700907763754240i
+1.010415538864107+0.276484216147487i,+1.006678877968348+0.105363618070718i,+0.954527439281863-0.167332435045546i,+0.962611059543445-0.219869191798866i,+1.007502988333533+0.157023466039480i,+0.881369575139157-0.494384466514375i,+0.779051429647715-0.644380576579980i,+0.538283746346564-0.775856612074299i,+0.472811553056498-0.841380783424416i,+0.984700611010078-0.021404720865154i,+0.862819424784819-0.397843620502718i,+0.799980248676528-0.582263881238602i,+0.664579155547788-0.701274099831020i
+1.011846255728130+0.271488808596830i,+1.006783682037528+0.101835727253525i,+0.954145934368744-0.170880216833784i,+0.962040242707683-0.223453477110954i,+1.008338558388787+0.152493463168706i,+0.881180055364297-0.494564611384903i,+0.778673175416698-0.644703627170785i,+0.537781272450236-0.776350771894583i,+0.472257895515918-0.841832740538113i,+0.984714705109382-0.025146396152558i,+0.862355777578057-0.400524077659761i,+0.799704922306973-0.582537250392903i,+0.664161585790880-0.701674046709554i
+1.013320869778094+0.266799389654241i,+1.006879269866423+0.098050722399204i,+0.953734011214966-0.174512354184231i,+0.961434123266176-0.227122074729338i,+1.009203138575615+0.148109934725639i,+0.880928623145476-0.494798139066159i,+0.778213679100908-0.645075864301978i,+0.537192082080786-0.776868290724606i,+0.471612444456981-0.842300682316575i,+0.984711620114457-0.028978240521456i,+0.861839554863425-0.403272120507769i,+0.799359137896690-0.582857496603336i,+0.663661780147432-0.702109830451856i
+1.014819246708406+0.262390567927054i,+1.006945271371629+0.094001262095827i,+0.953270053071632-0.178237611953248i,+0.960770114296648-0.230883242471375i,+1.010075889625124+0.143853406280866i,+0.880613374197017-0.495088891191370i,+0.777671202800323-0.645500041060860i,+0.536510868901185-0.777411097052583i,+0.470869559784465-0.842786080486349i,+0.984670359642317-0.032910755638850i,+0.861253554818377-0.406094524015850i,+0.798940236370376-0.583227978671525i,+0.663076023533731-0.702583972375804i
+1.016320827920898+0.258231349501420i,+1.006964944296782+0.089688070393527i,+0.952735945586254-0.182061494849301i,+0.960029377673232-0.234742025167571i,+1.010936742864718+0.139702585119398i,+0.880234078072494-0.495440590167297i,+0.777045921327870-0.645978990859058i,+0.535734567834871-0.777981497701470i,+0.470025917017105-0.843290975463532i,+0.984573052842788-0.036950774274196i,+0.860583857508620-0.408995911621104i,+0.798447397430744-0.583652057893557i,+0.662402667332398-0.703099203100310i
