Time,NW_BUS.F,NW_BUS.VPM,NW_BUS_VPA,NW_LINE.IPM,NW_LINE.IPA,NW_LINE.P,NW_LINE.Q
1.466666667,59.9790535,544.866,161.1840668,1.108534668,159.1016541,1044.104492,38.5448761
1.483333333,59.97903442,544.853875,161.0565948,1.108584351,158.98172,1044.386963,38.6030159
1.5,59.97901917,544.8416875,160.9303741,1.108799194,158.8617859,1044.298584,38.37562561
1.516666667,59.97900391,544.8295,160.8041382,1.109014038,158.7418518,1044.273071,38.35398865
1.533333333,59.97898865,544.8173125,160.6779175,1.109063965,158.6194458,1044.353516,38.33235168
1.55,59.97897339,544.805125,160.5516968,1.10911377,158.4970398,1044.61377,38.31071854
1.566666667,59.97895813,544.7929375,160.425827,1.109163696,158.3746338,1044.5448,38.28908157
1.583333333,59.97894287,544.77975,160.2999725,1.109280396,158.2522278,1044.74585,37.8143425
1.6,59.97892761,544.7665,160.174118,1.109397095,158.1366272,1044.55249,37.72244263
1.616666667,59.97891235,544.75325,160.0482635,1.109513916,158.0210266,1044.672241,37.63077927
1.633333333,59.97889709,544.7400625,159.9223938,1.109465088,157.9038391,1044.718506,37.49167633
1.65,59.97887802,544.7268125,159.7949371,1.10941626,157.7824097,1044.235107,37.66007614
1.666666667,59.97886276,544.713625,159.6674652,1.109367432,157.6547546,1043.876343,37.61297989
1.683333333,59.9788475,544.700375,159.5386963,1.109150757,157.5245209,1044.112427,37.32195282
1.7,59.97883224,544.6871875,159.4099426,1.108934082,157.4008789,1044.094482,37.03085709
1.716666667,59.97881699,544.6739375,159.2811737,1.108972778,157.2841187,1044.126709,36.94734955
1.733333333,59.9787941,544.66075,159.15242,1.109011597,157.1698151,1043.94751,36.61281967
1.75,59.9787674,544.6475,159.025116,1.109050537,157.0530243,1044.17041,36.83975983
1.766666667,59.97874451,544.63775,158.8978119,1.109089355,156.9298553,1044.228882,37.06683731
1.783333333,59.97872162,544.6280625,158.7705231,1.109128174,156.7953339,1044.209595,37.12728882
1.8,59.97869492,544.6183125,158.6410065,1.109166992,156.6581879,1044.088257,36.78947067
1.816666667,59.97867203,544.6085625,158.5114746,1.109205933,156.5282745,1044.178101,36.9283371
1.833333333,59.97864914,544.598875,158.381958,1.109244751,156.4049377,1044.021362,36.59744263
1.85,59.97862244,544.589125,158.2524414,1.109235474,156.2816162,1044.134033,36.73797226
1.866666667,59.97859955,544.5955625,158.1229248,1.109226074,156.1541748,1043.984863,37.11540985
1.883333333,59.97857285,544.602,157.9934082,1.109216797,156.0172577,1044.484375,37.22206879
1.9,59.97854996,544.6084375,157.8647308,1.109433105,155.8803406,1044.747314,36.91878128
1.916666667,59.97852707,544.614875,157.7360535,1.109649414,155.7501984,1045.050903,36.97519684
1.933333333,59.97850037,544.6213125,157.6073761,1.109931763,155.6242981,1045.178711,37.23703003
1.95,59.97847748,544.6309375,157.478714,1.110214111,155.4945984,1045.306519,37.02077103
1.966666667,59.97847366,544.6405,157.3500366,1.110222778,155.3648987,1045.219727,36.80448532
1.983333333,59.97846603,544.650125,157.2213593,1.110231323,155.2407074,1045.285156,36.80380249
2,59.97846222,544.65975,157.0909882,1.110239746,155.1165161,1045.154907,37.05880356
2.016666667,59.9784584,544.669375,156.9606171,1.110248291,154.9858398,1045.293457,37.04040146
2.033333333,59.97845078,544.6789375,156.8280487,1.110256714,154.8508606,1045.212402,36.80955887
2.05,59.97844696,544.6885625,156.6954803,1.110131714,154.7158966,1045.053101,36.85507584
2.066666667,59.97837067,544.7015,156.5629272,1.110006714,154.5844879,1044.824585,36.90071106
2.083333333,59.97829056,544.7145,156.4303589,1.109881714,154.4530792,1044.641724,36.5577507
2.1,59.97821426,544.7274375,156.2977905,1.109596069,154.3256378,1044.359619,36.64684296
2.116666667,59.97813797,544.740375,156.1652374,1.109310547,154.1981964,1044.17041,36.73620224
2.133333333,59.97805786,544.753375,156.0326691,1.109024902,154.066452,1043.747437,36.82556152
2.15,59.97798157,544.77025,155.9017029,1.108739258,153.9313202,1043.688965,36.91491699
2.166666667,59.97798157,544.7871875,155.7707367,1.108453613,153.793869,1043.726929,37.00427628
2.183333333,59.97798157,544.8040625,155.6397705,1.108272827,153.6564331,1043.549927,36.65215302
2.2,59.97798157,544.8209375,155.5074005,1.108092041,153.5279541,1043.055786,36.66351318
2.216666667,59.97798157,544.837875,155.3750153,1.107911377,153.401947,1043.091064,36.87152481
2.233333333,59.97798157,544.85475,155.24263,1.107730591,153.2692719,1043.126709,37.0796814
2.25,59.97798157,544.871625,155.11026,1.107549927,153.1273346,1042.983276,37.28783798
2.266666667,59.97798157,544.8885625,154.9778748,1.107446899,152.9853973,1042.79834,37.04076767
2.283333333,59.97798157,544.9034375,154.8454895,1.107343994,152.8516846,1042.740967,36.79369736
2.3,59.97798157,544.918375,154.7131195,1.107240967,152.7266846,1042.81311,37.16106415
2.316666667,59.97798157,544.93325,154.5817413,1.107138062,152.5953522,1042.926758,37.52869415
2.333333333,59.97798157,544.948125,154.4503784,1.107196655,152.4507751,1042.959839,37.64054489
2.35,59.97798157,544.9630625,154.3190002,1.107255371,152.3022919,1043.080933,37.75217819
2.366666667,59.97797775,544.96875,154.1876221,1.107314087,152.1616669,1042.994995,37.60065842
2.383333333,59.97797775,544.9745,154.0562592,1.107372925,152.0305786,1043.294678,37.77674866
2.4,59.97797775,544.9801875,153.9224396,1.107431641,151.8995056,1042.908447,37.73230362
2.416666667,59.97797775,544.9859375,153.78862,1.107361206,151.7630005,1042.832397,38.02997589
2.433333333,59.97797775,544.991625,153.6548004,1.107290771,151.6215057,1043.134888,37.97118378
2.45,59.97797775,544.99775,153.5209808,1.107220337,151.4837341,1043.173584,37.68968201
2.466666667,59.97797775,545.0038125,153.3888702,1.107233276,151.3525848,1043.061035,37.98483276
2.483333333,59.97797775,545.0099375,153.2567596,1.107246338,151.2214355,1042.875732,38.28040314
2.5,59.97797775,545.0160625,153.1246643,1.107259277,151.0819702,1042.984619,38.25369644
2.516666667,59.97797775,545.022125,152.9925537,1.107155273,150.9424896,1042.763062,37.97687531
2.533333333,59.97797775,545.02825,152.8604431,1.107051147,150.812027,1042.657227,38.02067566
2.55,59.97797775,545.036625,152.7298889,1.106947144,150.6872101,1042.755493,38.06469345
2.566666667,59.97797775,545.045,152.6009521,1.10684314,150.5592651,1042.487183,38.10871124
2.583333333,59.97802734,545.0534375,152.4720306,1.106739136,150.4262238,1042.355469,38.12673187
2.6,59.97807312,545.0618125,152.3409729,1.10663501,150.2931824,1042.477295,38.14472961
2.616666667,59.97812271,545.0701875,152.2099304,1.106531006,150.1601257,1042.280762,38.16272354
2.633333333,59.9781723,545.09275,152.0788727,1.106427002,150.0270844,1042.234497,38.40084839
2.65,59.97821808,545.1153125,151.9508667,1.106322876,149.895813,1042.18811,38.18220139
2.666666667,59.97826767,545.137875,151.8228607,1.106218872,149.7645416,1042.201538,38.48823929
2.683333333,59.97831345,545.1605,151.6948547,1.106114868,149.6332703,1042.105591,38.79455948
2.7,59.97836304,545.1830625,151.5668488,1.106010864,149.4958801,1042.10083,38.80913544
2.716666667,59.97841263,545.205625,151.4388428,1.106043457,149.35849,1042.357056,38.82369232
2.733333333,59.9784584,545.2281875,151.3108368,1.10607605,149.2269592,1042.456665,38.68809891
2.75,59.978508,545.2284375,151.1828461,1.106108765,149.0987091,1042.374268,38.87517929
2.766666667,59.97855759,545.2286875,151.0548401,1.106152832,148.970459,1042.560181,38.78287888
2.783333333,59.97860336,545.2289375,150.9268341,1.106196899,148.8398743,1042.469971,38.92605972
2.8,59.97865295,545.2291875,150.7988281,1.106241089,148.7093048,1042.495972,39.06940079
2.816666667,59.97863007,545.2294375,150.6708221,1.106285156,148.5734711,1042.334961,39.3873291
2.833333333,59.97860336,545.224375,150.5428162,1.106242065,148.4376221,1042.133057,38.94353104
2.85,59.97858047,545.2193125,150.4126282,1.106198975,148.3056183,1042.425171,39.22769928
2.866666667,59.97855377,545.21425,150.2824249,1.106155884,148.1768188,1042.213135,39.32460403
2.883333333,59.97853088,545.209125,150.1522369,1.106112671,148.0444336,1042.35376,39.42144012
2.9,59.97850418,545.2040625,150.0220337,1.106276001,147.9089661,1042.680176,39.5182724
2.916666667,59.97848129,545.199,149.8918457,1.106439575,147.7715759,1042.706543,39.77206039
2.933333333,59.97845459,545.1939375,149.7634888,1.106603027,147.634201,1042.823608,39.78769684
2.95,59.9784317,545.188875,149.6351318,1.106766479,147.500946,1042.974854,39.80326462
2.966666667,59.978405,545.1838125,149.5067902,1.106929932,147.3724976,1043.358276,39.63595963
2.983333333,59.97838211,545.17875,149.3784332,1.107093506,147.2476654,1043.305176,39.46852112
3,59.97835541,545.173625,149.2477722,1.107303101,147.1228333,1043.630127,39.67176056
3.016666667,59.97833252,545.1685625,149.1171112,1.107512695,146.9920044,1043.193604,39.87509155
3.033333333,59.97830582,545.1635,148.9864502,1.107431641,146.8540649,1043.351318,39.77701569
3.05,59.97828293,545.1614375,148.855011,1.107350464,146.7188568,1043.31665,39.39865112
3.066666667,59.97825623,545.159375,148.723587,1.107269287,146.5949554,1043.248779,39.24668884
3.083333333,59.97823334,545.1573125,148.5921478,1.10718811,146.4760132,1043.03418,39.09476471
3.1,59.97820663,545.1553125,148.4607086,1.107107056,146.3570862,1042.819336,38.94284058
3.116666667,59.97819519,545.15325,148.3292847,1.107025879,146.2336273,1043.098145,39.02729034
3.133333333,59.97817993,545.1511875,148.1978455,1.106944702,146.1049652,1043.013916,39.11182785
3.15,59.97816849,545.149125,148.0664215,1.106897705,145.9689941,1042.929565,39.54172516
3.166666667,59.97815704,545.1571875,147.9354095,1.106850708,145.8292999,1042.75708,39.23662186
3.183333333,59.97814178,545.1653125,147.8044128,1.106803711,145.6950836,1042.425781,38.93111801
3.2,59.97813034,545.173375,147.6734009,1.106633667,145.5704803,1042.629395,39.00053406
3.216666667,59.97811508,545.1815,147.5424042,1.106463623,145.4493256,1042.907593,38.75233841
3.233333333,59.97810364,545.1895625,147.4114075,1.106566162,145.3281708,1042.930298,38.50391006
3.25,59.97812271,545.1976875,147.2803955,1.106668945,145.207016,1043.098633,38.51078033
3.266666667,59.97814178,545.2121875,147.1493988,1.106771729,145.0837708,1043.121216,38.51771545
3.283333333,59.97816086,545.22675,147.0195007,1.106874512,144.955307,1043.279419,38.52465057
3.3,59.97818375,545.24125,146.8896027,1.106977295,144.8268433,1043.283325,38.3926239
3.316666667,59.97820282,545.2386875,146.7597198,1.107060059,144.7003479,1043.287231,38.26054001
3.333333333,59.97822189,545.236125,146.6298218,1.107142822,144.5738525,1043.453125,38.57989502
3.35,59.97824097,545.2335625,146.4999237,1.107225708,144.443512,1043.875122,38.65359497
3.366666667,59.97826004,545.231,146.3708038,1.107437866,144.3083649,1043.870605,38.72714233
3.383333333,59.97827911,545.2284375,146.2416687,1.107650146,144.1732025,1043.974243,38.80069351
3.4,59.978302,545.215125,146.1125488,1.107862427,144.0380554,1043.953369,38.69007492
3.416666667,59.97832108,545.2018125,145.9812164,1.107864014,143.9057312,1043.844849,38.57931137
3.433333333,59.97834015,545.1885625,145.849884,1.107865479,143.7756195,1044.013428,38.80474472
3.45,59.9783287,545.17525,145.717514,1.107866943,143.6455231,1043.750732,38.39398193
3.466666667,59.97831726,545.1619375,145.5851288,1.107868408,143.5176086,1043.87439,38.20072937
3.483333333,59.97830582,545.148625,145.4527435,1.107869873,143.3937225,1044.329346,38.67295074
3.5,59.97829437,545.1353125,145.322998,1.108076782,143.2634125,1044.207886,38.91469574
3.516666667,59.97827911,545.122,145.1932678,1.108283813,143.1241608,1044.319824,38.57178497
3.533333333,59.97826767,545.103,145.0643921,1.108490723,142.9912109,1044.464478,38.22887421
3.55,59.97825623,545.084,144.9355316,1.108558716,142.8721924,1044.276855,38.19213867
3.566666667,59.97824478,545.065,144.8066559,1.108626709,142.7593536,1044.661621,37.9539299
3.583333333,59.97827911,545.046,144.6777954,1.10869458,142.64151,1044.590942,38.13032913
3.6,59.97831345,545.027,144.5489349,1.108762451,142.5158234,1044.328979,38.18198776
3.616666667,59.97835159,545.012,144.4200592,1.108830444,142.3825378,1044.562744,38.23356628
3.633333333,59.97838593,544.997,144.2911682,1.108833496,142.2492676,1044.553467,38.28514481
3.65,59.97842026,544.9819375,144.1622925,1.108836548,142.1159821,1044.47229,38.11175156
3.666666667,59.97845459,544.9669375,144.0334167,1.108839478,141.9896393,1044.171753,37.93818283
3.683333333,59.97848892,544.9519375,143.9061584,1.108842529,141.8715973,1044.373413,37.76461411
3.7,59.97852707,544.9369375,143.7789154,1.108845581,141.7535706,1044.399048,37.75105667
3.716666667,59.9785614,544.921875,143.6516724,1.108848633,141.6304626,1044.640869,37.97915268
3.733333333,59.97859573,544.906875,143.5244293,1.108953369,141.5015259,1044.463623,37.75498962
3.75,59.97863007,544.9010625,143.397171,1.109058105,141.3725891,1044.286133,37.73291779
3.766666667,59.9786644,544.8953125,143.269928,1.109047363,141.2463074,1044.533325,37.96587753
3.783333333,59.97870255,544.8895,143.1426849,1.109036621,141.1200256,1044.480469,37.68346786
3.8,59.97873688,544.8836875,143.0154419,1.109025879,140.9937592,1044.356323,37.79450226
3.816666667,59.97877121,544.877875,142.8881836,1.109015137,140.868988,1044.421143,37.54842758
3.833333333,59.97874451,544.872125,142.7609406,1.109004272,140.7442322,1044.206543,37.70782471
3.85,59.97871399,544.8663125,142.6312866,1.10899353,140.6157532,1044.247192,37.86756516
3.866666667,59.97868729,544.8566875,142.5016327,1.108982788,140.4823303,1044.455078,37.80948639
3.883333333,59.97866058,544.8470625,142.3719635,1.108972046,140.3489075,1044.778931,38.00608444
3.9,59.97863007,544.8374375,142.2423096,1.109155029,140.2154846,1044.741943,37.9056015
3.916666667,59.97860336,544.82775,142.1126556,1.109338257,140.0847168,1044.70459,37.80488586
3.933333333,59.97857666,544.818125,141.9829865,1.109521362,139.9582825,1045.006592,37.70417023
3.95,59.97854996,544.8085,141.8533325,1.109650513,139.8343658,1045.115967,37.85510254
3.966666667,59.97851944,544.8104375,141.7241974,1.109779663,139.7070007,1045.225342,38.00605011
3.983333333,59.97849274,544.812375,141.5950623,1.109908813,139.5748291,1045.540771,37.84085846
4,59.97846603,544.8143125,141.4659424,1.110171021,139.4426422,1045.827026,37.67551422
4.016666667,59.97843552,544.8096875,141.3368073,1.11043335,139.3140717,1045.927124,38.00623322
4.033333333,59.97840881,544.805125,141.20578,1.110695557,139.1855011,1045.833496,37.69550323
4.05,59.97839355,544.8005,141.0747681,1.110810913,139.0538635,1046.156616,37.88656616
4.066666667,59.9783783,544.8043125,140.9437561,1.110926147,138.922226,1046.313477,37.84895706
4.083333333,59.97836304,544.8080625,140.8127289,1.111041382,138.7905884,1046.299316,37.81130981
4.1,59.97834778,544.811875,140.6817169,1.111156616,138.6609344,1046.46106,37.77366257
4.116666667,59.97833252,544.8156875,140.5506897,1.111271851,138.5312653,1046.745239,37.82852173
4.133333333,59.97831726,544.8194375,140.4196777,1.111387085,138.4016113,1046.776367,37.88341522
4.15,59.978302,544.82325,140.2908783,1.111502441,138.2702026,1046.866699,37.93830872
4.166666667,59.97828674,544.8319375,140.1620941,1.111617676,138.1420746,1046.725586,37.54188538
4.183333333,59.97826767,544.840625,140.0332947,1.111518066,138.0139313,1046.456909,38.02633286
4.2,59.97825241,544.8493125,139.9020538,1.111418579,137.883194,1046.413696,37.84233475
4.216666667,59.97823715,544.858,139.7707977,1.111286743,137.7486572,1046.277954,37.65829849
4.233333333,59.97822189,544.86675,139.6395416,1.111154907,137.6188354,1046.393555,37.47426605
4.25,59.97820663,544.8754375,139.5082855,1.111023071,137.493988,1046.295654,37.53299713
4.266666667,59.97819138,544.884125,139.3770294,1.110968994,137.3691559,1046.100342,37.59179306
4.283333333,59.97817612,544.8928125,139.2452393,1.110914917,137.2356567,1046.296387,37.84211349
4.3,59.97816086,544.9015,139.1134491,1.11086084,137.0966492,1046.266357,37.83288193
4.316666667,59.9781456,544.9169375,138.9816437,1.110806641,136.9552917,1046.097778,38.34027481
4.333333333,59.97813034,544.9324375,138.8509216,1.110752563,136.8139496,1045.929199,38.13725281
4.35,59.97811508,544.947875,138.7201996,1.1105354,136.6746368,1045.57019,38.30766296
4.366666667,59.97809982,544.9560625,138.5894623,1.110318115,136.53862,1045.512573,38.478302
4.383333333,59.97808456,544.9643125,138.456955,1.11010083,136.4025879,1045.750977,38.32322693
4.4,59.97806931,544.9725,138.3244476,1.110049316,136.2665558,1045.406128,38.56324005
4.416666667,59.97805405,544.98075,138.1919403,1.109997803,136.126297,1044.931519,38.80356216
4.433333333,59.97803879,544.9889375,138.058075,1.109804688,135.982605,1045.12561,38.71960068
4.45,59.97801971,544.9971875,137.9241943,1.109611572,135.8420258,1044.911255,38.63554382
4.466666667,59.97800446,545.005375,137.790329,1.109418457,135.7087402,1044.898071,38.55148697
4.483333333,59.9779892,545.0318125,137.6583099,1.10922522,135.5786591,1044.639771,38.64074326
4.5,59.97797394,545.05825,137.5263062,1.109094482,135.4485779,1044.706543,38.73008728
4.516666667,59.97795868,545.08475,137.3942871,1.108963623,135.3139648,1044.418335,38.8194313
4.533333333,59.97794342,545.0941875,137.2622681,1.108832886,135.1762085,1044.544067,38.90877533
4.55,59.97792816,545.1035625,137.130249,1.108702148,135.0384674,1044.378296,39.14442444
4.566666667,59.9779129,545.113,136.99823,1.108571289,134.9199524,1043.924194,39.3801384
4.583333333,59.97790527,545.1224375,136.8647156,1.108440552,134.7756195,1044.400146,39.11008835
4.6,59.97789764,545.1318125,136.7311859,1.108309692,134.6396942,1044.403442,38.83960342
4.616666667,59.97789001,545.14125,136.5976715,1.108293701,134.5135651,1044.029907,39.11265182
4.633333333,59.9778862,545.1506875,136.4641418,1.108277832,134.3829803,1044.153687,39.38591003
4.65,59.97787857,545.1600625,136.3306274,1.108261841,134.2411346,1044.055176,39.37768173
4.666666667,59.97787094,545.1695,136.1971283,1.108120605,134.0969543,1043.746704,39.36923218
4.683333333,59.97786331,545.181875,136.0636139,1.107979248,133.9590454,1043.847168,39.36078262
4.7,59.97785568,545.1943125,135.9301147,1.107837891,133.8281097,1043.593262,39.0681076
4.716666667,59.97784805,545.2066875,135.7966003,1.107696655,133.7019348,1044.260864,39.07936859
4.733333333,59.97784424,545.2190625,135.6641998,1.107839722,133.5757446,1044.19751,39.44455338
4.75,59.97783661,545.2314375,135.5317841,1.10798291,133.4422913,1044.240234,39.4370079
4.766666667,59.97782898,545.243875,135.3993683,1.108126099,133.3029785,1044.282959,39.42937088
4.783333333,59.97782135,545.25625,135.2669678,1.108080078,133.1636658,1044.022339,39.42173767
4.8,59.97780991,545.26375,135.1326904,1.108034058,133.0283966,1044.075073,39.59262848
4.816666667,59.97780228,545.27125,134.9984283,1.107987915,132.8931427,1044.275879,39.76359558
4.833333333,59.97779083,545.27875,134.8885193,1.107941772,132.7540436,1044.00354,39.71973801
4.85,59.97777939,545.2861875,134.7547302,1.10789563,132.6149445,1043.730957,39.67569351
4.866666667,59.97776794,545.2936875,134.6209259,1.107707397,132.4781799,1043.557861,39.90618896
4.883333333,59.97776031,545.3011875,134.4871216,1.107519043,132.3414154,1043.567017,40.13678741
4.9,59.97774887,545.3086875,134.3533173,1.107330688,132.2011261,1043.629517,40.04153061
